open,high,low,close,volume,value
85990000.0,86072000.0,85600000.0,85714000.0,62.70330801,5378712603.76234
85714000.0,85721000.0,85405000.0,85406000.0,66.46257276,5687092763.90725
85406000.0,85917000.0,85402000.0,85709000.0,61.75596862,5286746224.69851
85701000.0,85850000.0,85601000.0,85830000.0,31.54200739,2704282644.809
85830000.0,85830000.0,85001000.0,85092000.0,135.58872651,11562565453.03972
85091000.0,85441000.0,84759000.0,85304000.0,239.37102515,20365288147.33778
85304000.0,85499000.0,85170000.0,85499000.0,57.03886228,4868942695.24791
85496000.0,85700000.0,85207000.0,85638000.0,59.62289969,5091645596.02585
85638000.0,85900000.0,85631000.0,85749000.0,73.87331042,6334566725.67469
85749000.0,86103000.0,85713000.0,86091000.0,80.90392289,6947960821.734
86091000.0,86132000.0,85714000.0,85714000.0,72.47109594,6226441422.06608
85713000.0,85784000.0,83888000.0,84158000.0,569.95964574,48189515409.63901
84152000.0,84152000.0,83400000.0,83495000.0,403.46674533,33779306727.6484
83495000.0,83933000.0,83000000.0,83001000.0,300.51797601,25046326333.63045
83001000.0,83192000.0,81756000.0,82350000.0,657.19057089,54198464302.3675
82340000.0,83500000.0,82153000.0,83292000.0,221.76807297,18367144189.87604
83292000.0,84129000.0,82909000.0,83813000.0,140.2444725,11728930679.28401
83861000.0,84333000.0,83305000.0,83727000.0,120.35837806,10087906982.45011
83707000.0,83727000.0,82347000.0,82556000.0,225.88646261,18717738691.48911
82510000.0,83399000.0,82329000.0,82840000.0,207.35190023,17201542083.21518
82840000.0,82921000.0,81684000.0,81871000.0,368.86561914,30315126981.14608
81871000.0,82256000.0,79261000.0,79661000.0,1399.54435067,112788675443.87672
79641000.0,79770000.0,77831000.0,78424000.0,2185.79864665,172120246402.57843
78428000.0,78730000.0,77278000.0,78172000.0,1235.89048876,96216102380.83527
78172000.0,78300000.0,77000000.0,77000000.0,820.34495963,63587200200.97493
77000000.0,77499000.0,76139000.0,76201000.0,863.32569186,66336062198.87168
76212000.0,76676000.0,74799000.0,75014000.0,1636.89853934,123670228782.11003
75047000.0,75413000.0,72100000.0,74950000.0,2664.18719892,196221129046.9593
74950000.0,78361000.0,74933000.0,75689000.0,1931.01553319,147607406292.18985
75691000.0,76750000.0,75370000.0,76010000.0,655.3474939,49813387786.83424
76008000.0,76316000.0,74551000.0,75700000.0,409.93325788,30949584783.00867
75700000.0,75700000.0,73200000.0,74102000.0,832.37343109,61654598962.0717
74102000.0,74863000.0,73456000.0,74051000.0,562.34404415,41681169103.18321
74051000.0,74293000.0,72261000.0,72440000.0,1140.57202734,83382931307.673
72418000.0,75701000.0,72150000.0,75213000.0,1525.12072934,112656979147.49274
75150000.0,78502000.0,75082000.0,77823000.0,2219.97142493,171254426750.01782
77900000.0,79550000.0,77254000.0,78399000.0,1036.95558295,81640171903.50189
78351000.0,80394000.0,77733000.0,77740000.0,656.63735352,52007156648.23377
77733000.0,79084000.0,77386000.0,78602000.0,291.75776419,22811020314.42492
78602000.0,78627000.0,76250000.0,76349000.0,227.14956332,17563834868.64598
76349000.0,77053000.0,75777000.0,76906000.0,229.70915471,17538530947.51384
76880000.0,78560000.0,76856000.0,78532000.0,219.0405265,16998264092.06936
78532000.0,79985000.0,78461000.0,78802000.0,393.42976387,31138356097.63635
78800000.0,79577000.0,78535000.0,79307000.0,317.73664403,25185080145.13539
79307000.0,79827000.0,77728000.0,77833000.0,423.70850104,33411455908.49578
77786000.0,81800000.0,77782000.0,81506000.0,1569.82901073,126390523367.20847
81520000.0,82150000.0,80220000.0,80859000.0,842.81970655,68575857498.50135
80800000.0,81187000.0,80500000.0,80675000.0,301.09141638,24341246543.01991
80673000.0,80799000.0,80091000.0,80138000.0,271.7438676,21850038454.06745
80138000.0,80200000.0,79122000.0,79475000.0,384.13205207,30616392700.08878
79475000.0,80584000.0,79341000.0,80424000.0,277.65728894,22212303862.18549
80424000.0,80619000.0,80032000.0,80344000.0,205.73666593,16531895318.25666
80354000.0,80642000.0,79863000.0,80428000.0,214.47214398,17216765165.34706
80428000.0,80520000.0,78410000.0,78778000.0,500.9814334,39719182060.96933
78777000.0,79482000.0,78239000.0,79386000.0,340.40642217,26819636365.75353
79386000.0,79552000.0,78800000.0,79115000.0,136.51307192,10804773448.5519
79115000.0,79558000.0,78899000.0,79361000.0,147.56761021,11695522940.49876
79361000.0,79644000.0,78400000.0,78400000.0,238.50999615,18842436896.83675
78425000.0,79286000.0,77911000.0,78989000.0,464.6473006,36483947235.43567
78999000.0,80673000.0,78989000.0,79986000.0,693.49230653,55564210074.2706
79950000.0,80321000.0,79300000.0,80211000.0,218.18089275,17423759271.66858
80211000.0,80868000.0,79936000.0,80756000.0,197.22920806,15865711425.39281
80756000.0,81000000.0,80310000.0,80405000.0,120.03616604,9687022113.11355
80350000.0,81028000.0,80151000.0,80687000.0,90.71417036,7327310935.14519
80687000.0,80849000.0,80131000.0,80751000.0,66.14901599,5328987396.29976
80700000.0,80795000.0,80084000.0,80483000.0,75.19868383,6044182169.90919
80483000.0,80588000.0,80007000.0,80419000.0,80.37631208,6453041768.92727
80419000.0,81231000.0,80042000.0,80399000.0,255.94071244,20623959047.8786
80399000.0,80674000.0,79935000.0,80224000.0,175.04154615,14030320057.74858
80166000.0,80500000.0,79487000.0,80420000.0,292.18339854,23381049208.19584
80420000.0,81202000.0,79770000.0,81167000.0,299.42704407,24128127072.18462
81167000.0,81687000.0,80800000.0,81062000.0,362.17394134,29412529401.34648
